time_of_day,trains_online,trains_recuperating,post_treatment_status,ro0_status,ro1_status,ro2_status,product_m3_per_hr,onspec_permeate_m3_per_hr,offspec_permeate_m3_per_hr,ro_kw,grid_kw,energy_price
05:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
05:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
16:00,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
16:15,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
16:30,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
16:45,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
17:00,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
17:15,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
17:30,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
17:45,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
18:00,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
18:15,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
18:30,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
18:45,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
19:00,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
19:15,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
19:30,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
19:45,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
20:00,1.3548,0,0.67742,0.67742,0.67742,0,228.36,228.36,0.38061,710.53,981.76,0.45
20:15,1.4194,0.064516,0.67742,0.70968,0.70968,0,228.36,228.36,11.273,744.36,1015.6,0.45
20:30,1.4839,0.12903,0.67742,0.74194,0.74194,0,228.36,228.36,22.166,778.19,1049.4,0.45
20:45,1.6129,0.25806,0.67742,0.80645,0.80645,0,228.36,228.36,43.951,845.86,1117.1,0.45
21:00,2,0.58065,0.70968,1,1,0,239.64,239.64,98.033,1048.9,1324.7,0.1
21:15,2,0.51613,0.74194,1,1,0,250.53,250.53,87.141,1048.9,1329.2,0.1
21:30,2,0.3871,0.80645,1,1,0,272.31,272.31,65.355,1048.9,1338.1,0.1
21:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:45,3,0,1,1,1,1,506.5,506.5,9.7526e-08,1573.3,1958.6,0.1
