time_of_day,trains_online,trains_recuperating,post_treatment_status,ro0_status,ro1_status,ro2_status,product_m3_per_hr,onspec_permeate_m3_per_hr,offspec_permeate_m3_per_hr,ro_kw,grid_kw,energy_price
05:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
05:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
10:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
11:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
12:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
13:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
14:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
15:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
16:00,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
16:15,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
16:30,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
16:45,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
17:00,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
17:15,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
17:30,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
17:45,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
18:00,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
18:15,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
18:30,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
18:45,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
19:00,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
19:15,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
19:30,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
19:45,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
20:00,0.83871,0,0.41935,0.41935,0.41935,0,141.08,141.08,0.52399,439.85,675.3,0.45
20:15,0.90323,0.064516,0.41935,0.45161,0.45161,0,141.08,141.08,11.417,473.68,709.13,0.45
20:30,1.0323,0.19355,0.41935,0.51613,0.51613,0,141.08,141.08,33.202,541.35,776.8,0.45
20:45,1.4194,0.58065,0.41935,0.70968,0.70968,0,141.08,141.08,98.557,744.36,979.81,0.45
21:00,2,1.0968,0.45161,1,1,0,152.5,152.5,185.17,1048.9,1289,0.1
21:15,2,0.96774,0.51613,1,1,0,174.28,174.28,163.39,1048.9,1297.9,0.1
21:30,2,0.58065,0.70968,1,1,0,239.64,239.64,98.033,1048.9,1324.7,0.1
21:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
22:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
23:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
